,data
466724,299.0
466725,673.0
466726,822.0
466727,831.0
466728,780.0
466729,128.0
466733,6.0
466734,8.0
466735,13.0
466736,9.0
466737,10.0
466738,2.0
466852,308.0
466853,717.0
466854,1003.0
466855,963.0
466856,877.0
466857,159.0
466858,15.0
466859,5.0
466863,4.0
466864,15.0
466865,25.0
466866,23.0
466867,8.0
466868,6.0
466869,4.0
466957,640.0
466980,752.0
466981,875.0
466982,942.0
466983,954.0
466984,854.0
466985,590.0
466986,223.0
466987,15.0
466991,15.0
466992,9.0
466993,5.0
466994,17.0
466995,12.0
466996,6.0
467108,248.0
467109,485.0
467110,922.0
467111,940.0
467112,785.0
467113,124.0
467118,1.0
467119,11.0
467120,16.0
467121,6.0
467122,12.0
467123,4.0
482724,567.0
482725,550.0
482726,802.0
482727,689.0
482728,537.0
482729,197.0
482730,24.0
482732,11.0
482733,4.0
482734,17.0
482739,5.0
482740,6.0
482741,11.0
482851,731.0
482852,903.0
482853,730.0
482854,886.0
482855,996.0
482856,931.0
482857,608.0
482858,230.0
482859,141.0
482860,21.0
482861,3.0
482862,12.0
482863,6.0
482864,3.0
482867,8.0
482868,12.0
482869,18.0
482966,860.0
482967,974.0
482968,1013.0
482969,1020.0
482970,966.0
482976,437.0
482977,313.0
482978,442.0
482979,907.0
482980,900.0
482981,699.0
482982,902.0
482983,999.0
482984,976.0
482985,923.0
482986,890.0
482987,495.0
482988,59.0
482989,41.0
482990,34.0
482991,69.0
482992,82.0
482993,61.0
482994,49.0
482995,149.0
482996,184.0
482997,47.0
483084,965.0
483085,950.0
483086,971.0
483087,662.0
483095,961.0
483096,1003.0
483097,993.0
483098,981.0
483099,608.0
483100,689.0
483101,474.0
483104,473.0
483105,28.0
483106,90.0
483107,773.0
483108,923.0
483109,763.0
483110,1001.0
483111,1010.0
483112,997.0
483113,969.0
483114,923.0
483115,787.0
483211,992.0
483212,1011.0
483213,995.0
483214,996.0
483215,994.0
483216,732.0
483222,870.0
483223,945.0
483224,981.0
483225,1006.0
483226,1007.0
483227,814.0
483228,979.0
483229,559.0
483232,281.0
483233,195.0
483234,43.0
483235,613.0
483236,946.0
483237,942.0
483238,1049.0
483239,1033.0
483240,996.0
483241,963.0
483242,980.0
483243,968.0
483244,849.0
483245,855.0
483251,732.0
483338,840.0
483339,985.0
483340,998.0
483341,1020.0
483342,1007.0
483343,1012.0
483344,925.0
483350,885.0
483351,965.0
483352,997.0
483353,998.0
483354,1021.0
483355,1709.0
483356,2397.0
483357,647.0
483360,304.0
483361,23.0
483362,97.0
483363,817.0
483364,929.0
483365,1024.0
483366,1035.0
483367,1036.0
483368,1002.0
483369,988.0
483370,970.0
483371,907.0
483372,759.0
483373,581.0
483374,783.0
483375,867.0
483467,986.0
483468,1006.0
483469,970.0
483470,984.0
483471,964.0
483472,664.0
483478,930.0
483479,959.0
483480,1008.0
483481,1019.0
483482,1029.0
483483,1211.0
483484,1938.0
483485,823.0
483488,301.0
483489,302.0
483490,289.0
483491,943.0
483492,873.0
483493,722.0
483494,1006.0
483495,1005.0
483496,972.0
483497,979.0
483498,948.0
483499,932.0
483500,904.0
483596,822.0
483597,963.0
483598,875.0
483599,206.0
483600,44.0
483606,703.0
483607,738.0
483608,984.0
483609,987.0
483610,963.0
483611,822.0
483612,135.0
483613,226.0
483616,493.0
483617,166.0
483619,899.0
483620,878.0
483621,719.0
483622,1037.0
483623,1009.0
483624,970.0
483625,952.0
483626,926.0
483627,775.0
483628,175.0
483629,37.0
483630,86.0
483631,62.0
483632,87.0
483633,219.0
483634,256.0
483635,177.0
483636,202.0
483637,74.0
483737,828.0
483738,720.0
483747,792.0
483748,850.0
483749,697.0
483750,992.0
483751,960.0
483752,968.0
483753,622.0
483754,193.0
483755,143.0
483756,18.0
483757,9.0
483758,9.0
483759,6.0
483760,13.0
483761,10.0
483762,26.0
483763,44.0
483764,59.0
483765,37.0
483877,140.0
498980,657.0
498981,721.0
498982,1026.0
498983,963.0
498984,636.0
498985,282.0
498986,56.0
498987,20.0
498988,15.0
498989,3.0
498990,13.0
498995,8.0
498996,3.0
498997,6.0
499095,950.0
499096,1014.0
499097,1009.0
499098,1005.0
499101,534.0
499102,51.0
499104,499.0
499106,514.0
499107,966.0
499108,955.0
499109,619.0
499110,955.0
499111,1003.0
499112,1007.0
499113,1009.0
499114,974.0
499115,420.0
499116,113.0
499117,81.0
499118,55.0
499119,27.0
499120,38.0
499121,13.0
499122,28.0
499123,121.0
499124,28.0
499125,27.0
499214,715.0
499217,231.0
499221,853.0
499222,975.0
499223,1011.0
499224,1025.0
499225,1022.0
499226,998.0
499227,833.0
499228,407.0
499229,283.0
499232,45.0
499233,18.0
499234,525.0
499235,976.0
499236,963.0
499237,602.0
499238,920.0
499239,1004.0
499240,966.0
499241,952.0
499242,979.0
499243,995.0
499244,940.0
499245,900.0
499340,966.0
499341,986.0
499342,947.0
499343,279.0
499344,78.0
499345,106.0
499348,894.0
499349,989.0
499350,981.0
499351,996.0
499352,1037.0
499353,1029.0
499354,1406.0
499355,2762.0
499356,3976.0
499357,1054.0
499358,18.0
499362,216.0
499363,858.0
499364,946.0
499365,698.0
499366,982.0
499367,1054.0
499368,1035.0
499369,1004.0
499370,954.0
499371,949.0
499372,973.0
499373,999.0
499374,984.0
499375,994.0
499376,988.0
499377,982.0
499378,972.0
499379,958.0
499380,932.0
499467,980.0
499468,1000.0
499469,917.0
499470,882.0
499471,441.0
499472,54.0
499473,56.0
499474,134.0
499476,962.0
499477,982.0
499478,992.0
499479,993.0
499480,1001.0
499481,1162.0
499482,2597.0
499483,2678.0
499484,2324.0
499485,347.0
499486,135.0
499490,25.0
499491,353.0
499492,850.0
499493,900.0
499494,1033.0
499495,1043.0
499496,1039.0
499497,1032.0
499498,1003.0
499499,979.0
499500,976.0
499501,970.0
499502,975.0
499503,984.0
499504,999.0
499505,998.0
499506,984.0
499507,983.0
499508,1002.0
499509,993.0
499593,912.0
499594,977.0
499595,991.0
499596,410.0
499597,117.0
499598,107.0
499599,333.0
499600,864.0
499601,633.0
499602,211.0
499603,804.0
499604,972.0
499605,991.0
499606,979.0
499607,963.0
499608,992.0
499609,1141.0
499610,1461.0
499611,1876.0
499612,1497.0
499613,266.0
499614,117.0
499617,6.0
499618,22.0
499619,395.0
499620,1148.0
499621,1850.0
499622,1608.0
499623,1142.0
499624,1066.0
499625,1016.0
499626,1003.0
499627,1009.0
499628,1003.0
499629,1000.0
499630,1011.0
499631,1014.0
499632,999.0
499633,997.0
499634,999.0
499635,995.0
499636,975.0
499637,999.0
499638,946.0
499721,976.0
499722,974.0
499723,1021.0
499724,990.0
499725,980.0
499726,974.0
499727,986.0
499728,995.0
499729,856.0
499730,263.0
499731,784.0
499732,994.0
499733,1008.0
499734,1015.0
499735,983.0
499736,1012.0
499737,1737.0
499738,2592.0
499739,2633.0
499740,1349.0
499741,207.0
499742,120.0
499745,4.0
499746,25.0
499747,295.0
499748,1070.0
499749,1518.0
499750,1351.0
499751,1083.0
499752,1038.0
499753,1048.0
499754,1035.0
499755,1004.0
499756,1004.0
499757,1013.0
499758,995.0
499759,982.0
499760,988.0
499761,988.0
499762,997.0
499763,987.0
499764,967.0
499765,977.0
499766,935.0
499849,654.0
499850,996.0
499851,1007.0
499852,763.0
499853,116.0
499854,141.0
499855,190.0
499856,118.0
499857,121.0
499858,48.0
499860,990.0
499861,1009.0
499862,1004.0
499863,989.0
499864,1024.0
499865,1124.0
499866,2090.0
499867,3838.0
499868,3730.0
499869,310.0
499870,29.0
499874,47.0
499875,410.0
499876,1030.0
499877,1860.0
499878,1389.0
499879,1072.0
499880,1025.0
499881,1022.0
499882,995.0
499883,981.0
499884,959.0
499885,962.0
499886,973.0
499887,986.0
499888,992.0
499889,1009.0
499890,999.0
499891,994.0
499892,980.0
499893,983.0
499894,876.0
499979,919.0
499980,1000.0
499981,1018.0
499982,991.0
499983,543.0
499984,75.0
499985,52.0
499986,16.0
499989,1010.0
499990,1009.0
499991,1003.0
499992,1037.0
499993,1046.0
499994,1018.0
499995,1706.0
499996,2845.0
499997,1560.0
499998,18.0
500001,22.0
500002,170.0
500003,785.0
500004,905.0
500005,1158.0
500006,1282.0
500007,1076.0
500008,1023.0
500009,1017.0
500010,964.0
500011,961.0
500012,978.0
500013,997.0
500014,994.0
500015,997.0
500016,978.0
500017,940.0
500018,976.0
500019,974.0
500020,940.0
500021,865.0
500108,757.0
500109,767.0
500110,827.0
500111,603.0
500112,495.0
500118,913.0
500119,1006.0
500120,1009.0
500121,1036.0
500122,1037.0
500123,1064.0
500124,763.0
500128,7.0
500129,21.0
500130,374.0
500131,959.0
500132,802.0
500133,532.0
500134,992.0
500135,925.0
500136,945.0
500137,948.0
500138,998.0
500139,1009.0
500140,989.0
500141,903.0
500142,918.0
500143,601.0
500247,837.0
500248,976.0
500249,1015.0
500250,1014.0
500251,1019.0
500252,911.0
500253,337.0
500254,199.0
500255,83.0
500256,142.0
500257,148.0
500258,254.0
500259,938.0
500260,910.0
500261,959.0
500262,1100.0
500263,999.0
500264,1008.0
500265,1013.0
500266,867.0
500267,818.0
500268,387.0
500269,136.0
500270,128.0
500271,42.0
500272,30.0
500273,85.0
500274,275.0
500275,252.0
500276,133.0
500277,37.0
500379,917.0
500380,670.0
500385,274.0
500388,669.0
500389,602.0
500390,853.0
